,ID,Tower,Floor,Unit,Area,Flat Type,No. of Rooms,Price,Price/SA,PL_no,Date_PASP,Date_ASP,Trans_Price,Payment_Terms,first_sale
195,One_VicTower 1A29D,Tower 1A,29,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
196,One_VicTower 1A29E,Tower 1A,29,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
197,One_VicTower 1A29F,Tower 1A,29,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
198,One_VicTower 1A29G,Tower 1A,29,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
199,One_VicTower 1A29H,Tower 1A,29,H,643,3BR + 2B + 1K,3BR,,,,,,,,
200,One_VicTower 1A30A,Tower 1A,30,A,643,3BR + 2B + 1K,3BR,,,,,,,,
201,One_VicTower 1A30B,Tower 1A,30,B,444,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
202,One_VicTower 1A30C,Tower 1A,30,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
203,One_VicTower 1A30D,Tower 1A,30,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
204,One_VicTower 1A30E,Tower 1A,30,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
205,One_VicTower 1A30F,Tower 1A,30,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
206,One_VicTower 1A30G,Tower 1A,30,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
207,One_VicTower 1A30H,Tower 1A,30,H,643,3BR + 2B + 1K,3BR,,,,,,,,
208,One_VicTower 1A31A,Tower 1A,31,A,643,3BR + 2B + 1K,3BR,,,,,,,,
209,One_VicTower 1A31B,Tower 1A,31,B,444,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
210,One_VicTower 1A31C,Tower 1A,31,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
211,One_VicTower 1A31D,Tower 1A,31,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
212,One_VicTower 1A31E,Tower 1A,31,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
213,One_VicTower 1A31F,Tower 1A,31,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
214,One_VicTower 1A31G,Tower 1A,31,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
215,One_VicTower 1A31H,Tower 1A,31,H,643,3BR + 2B + 1K,3BR,,,,,,,,
216,One_VicTower 1A32A,Tower 1A,32,A,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$19,906,000",C,
217,One_VicTower 1A32B,Tower 1A,32,B,444,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
218,One_VicTower 1A32C,Tower 1A,32,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
219,One_VicTower 1A32D,Tower 1A,32,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
220,One_VicTower 1A32E,Tower 1A,32,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
221,One_VicTower 1A32F,Tower 1A,32,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
222,One_VicTower 1A32G,Tower 1A,32,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
223,One_VicTower 1A32H,Tower 1A,32,H,643,3BR + 2B + 1K,3BR,,,,,,,,
224,One_VicTower 1A33A,Tower 1A,33,A,643,3BR + 2B + 1K,3BR,,,,,,,,
225,One_VicTower 1A33B,Tower 1A,33,B,444,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
226,One_VicTower 1A33C,Tower 1A,33,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
227,One_VicTower 1A33D,Tower 1A,33,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
228,One_VicTower 1A33E,Tower 1A,33,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
229,One_VicTower 1A33F,Tower 1A,33,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
230,One_VicTower 1A33G,Tower 1A,33,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
231,One_VicTower 1A33H,Tower 1A,33,H,643,3BR + 2B + 1K,3BR,,,,,,,,
232,One_VicTower 1A35A,Tower 1A,35,A,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$20,119,000",C,
233,One_VicTower 1A35B,Tower 1A,35,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$12,357,000",C,03/07/2021
234,One_VicTower 1A35C,Tower 1A,35,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
235,One_VicTower 1A35D,Tower 1A,35,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
236,One_VicTower 1A35E,Tower 1A,35,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
237,One_VicTower 1A35F,Tower 1A,35,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
238,One_VicTower 1A35G,Tower 1A,35,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
239,One_VicTower 1A35H,Tower 1A,35,H,643,3BR + 2B + 1K,3BR,,,,,,,,
240,One_VicTower 1A36A,Tower 1A,36,A,643,3BR + 2B + 1K,3BR,,,,,,,,
241,One_VicTower 1A36B,Tower 1A,36,B,444,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
242,One_VicTower 1A36C,Tower 1A,36,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
243,One_VicTower 1A36D,Tower 1A,36,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
244,One_VicTower 1A36E,Tower 1A,36,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
245,One_VicTower 1A36F,Tower 1A,36,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
246,One_VicTower 1A36G,Tower 1A,36,G,814,3BR + 2B + 1K + 1S + 1FR,3BR,,,,,,,,
247,One_VicTower 1A36H,Tower 1A,36,H,640,3BR + 2B + 1K,3BR,,,,,,,,
248,One_VicTower 1B1A,Tower 1B,1,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,545,000",D,03/07/2021
249,One_VicTower 1B1B,Tower 1B,1,B,564,2BR + 1B + 1K,2BR,,,,,,,,03/07/2021
250,One_VicTower 1B1C,Tower 1B,1,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$9,726,000",C,
251,One_VicTower 1B1D,Tower 1B,1,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$6,867,000",C,03/07/2021
252,One_VicTower 1B1E,Tower 1B,1,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$6,563,000",A,
253,One_VicTower 1B1F,Tower 1B,1,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$6,867,000",C,03/07/2021
254,One_VicTower 1B1G,Tower 1B,1,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,368,000",C,03/07/2021
255,One_VicTower 1B1H,Tower 1B,1,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,581,000",C,03/07/2021
256,One_VicTower 1B2A,Tower 1B,2,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,737,000",D,03/07/2021
257,One_VicTower 1B2B,Tower 1B,2,B,564,2BR + 1B + 1K,2BR,,,,04/07/2021,04/07/2021,"$12,539,000",A,03/07/2021
258,One_VicTower 1B2C,Tower 1B,2,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$9,822,000",B,
259,One_VicTower 1B2D,Tower 1B,2,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,288,000",C,03/07/2021
260,One_VicTower 1B2E,Tower 1B,2,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$6,966,000",A,
261,One_VicTower 1B2F,Tower 1B,2,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,288,000",C,03/07/2021
262,One_VicTower 1B2G,Tower 1B,2,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,695,000",C,03/07/2021
263,One_VicTower 1B2H,Tower 1B,2,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,373,000",B,03/07/2021
264,One_VicTower 1B3A,Tower 1B,3,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,336,000",B,03/07/2021
265,One_VicTower 1B3B,Tower 1B,3,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,207,000",C,03/07/2021
266,One_VicTower 1B3C,Tower 1B,3,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,470,000",C,
267,One_VicTower 1B3D,Tower 1B,3,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,263,000",B,03/07/2021
268,One_VicTower 1B3E,Tower 1B,3,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,512,000",C,
269,One_VicTower 1B3F,Tower 1B,3,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,512,000",C,03/07/2021
270,One_VicTower 1B3G,Tower 1B,3,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,581,000",A,03/07/2021
271,One_VicTower 1B3H,Tower 1B,3,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,926,000",C,03/07/2021
272,One_VicTower 1B5A,Tower 1B,5,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,762,000",C,03/07/2021
273,One_VicTower 1B5B,Tower 1B,5,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,443,000",D,03/07/2021
274,One_VicTower 1B5C,Tower 1B,5,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,310,000",B,
275,One_VicTower 1B5D,Tower 1B,5,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,650,000",C,03/07/2021
276,One_VicTower 1B5E,Tower 1B,5,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,312,000",A,
277,One_VicTower 1B5F,Tower 1B,5,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,650,000",C,03/07/2021
278,One_VicTower 1B5G,Tower 1B,5,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,078,000",C,03/07/2021
279,One_VicTower 1B5H,Tower 1B,5,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,174,000",D,03/07/2021
280,One_VicTower 1B6A,Tower 1B,6,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,354,000",A,03/07/2021
281,One_VicTower 1B6B,Tower 1B,6,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$12,793,000",A,03/07/2021
282,One_VicTower 1B6C,Tower 1B,6,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,736,000",C,
283,One_VicTower 1B6D,Tower 1B,6,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,701,000",C,03/07/2021
284,One_VicTower 1B6E,Tower 1B,6,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,701,000",C,
285,One_VicTower 1B6F,Tower 1B,6,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,701,000",C,03/07/2021
286,One_VicTower 1B6G,Tower 1B,6,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,133,000",C,03/07/2021
287,One_VicTower 1B6H,Tower 1B,6,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,489,000",A,03/07/2021
288,One_VicTower 1B7A,Tower 1B,7,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,904,000",C,03/07/2021
289,One_VicTower 1B7B,Tower 1B,7,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,472,000",C,03/07/2021
290,One_VicTower 1B7C,Tower 1B,7,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,808,000",C,
291,One_VicTower 1B7D,Tower 1B,7,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,754,000",C,03/07/2021
292,One_VicTower 1B7E,Tower 1B,7,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,754,000",C,
293,One_VicTower 1B7F,Tower 1B,7,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,754,000",C,03/07/2021
294,One_VicTower 1B7G,Tower 1B,7,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,825,000",A,03/07/2021
295,One_VicTower 1B7H,Tower 1B,7,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,579,000",A,03/07/2021
296,One_VicTower 1B8A,Tower 1B,8,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,168,000",D,03/07/2021
297,One_VicTower 1B8B,Tower 1B,8,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,046,000",A,03/07/2021
298,One_VicTower 1B8C,Tower 1B,8,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,468,000",A,
299,One_VicTower 1B8D,Tower 1B,8,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,858,000",C,03/07/2021
300,One_VicTower 1B8E,Tower 1B,8,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,510,000",A,
301,One_VicTower 1B8F,Tower 1B,8,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,858,000",C,03/07/2021
302,One_VicTower 1B8G,Tower 1B,8,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,930,000",A,03/07/2021
303,One_VicTower 1B8H,Tower 1B,8,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,758,000",A,03/07/2021
304,One_VicTower 1B9A,Tower 1B,9,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,680,000",B,03/07/2021
305,One_VicTower 1B9B,Tower 1B,9,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,800,000",D,03/07/2021
306,One_VicTower 1B9C,Tower 1B,9,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,468,000",A,
307,One_VicTower 1B9D,Tower 1B,9,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,858,000",C,03/07/2021
308,One_VicTower 1B9E,Tower 1B,9,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,858,000",C,
309,One_VicTower 1B9F,Tower 1B,9,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,597,000",B,03/07/2021
310,One_VicTower 1B9G,Tower 1B,9,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,297,000",C,03/07/2021
311,One_VicTower 1B9H,Tower 1B,9,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,394,000",C,03/07/2021
312,One_VicTower 1B10A,Tower 1B,10,A,454,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,740,000",A,03/07/2021
313,One_VicTower 1B10B,Tower 1B,10,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,426,000",B,03/07/2021
314,One_VicTower 1B10C,Tower 1B,10,C,460,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,024,000",C,
315,One_VicTower 1B10D,Tower 1B,10,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,908,000",C,03/07/2021
316,One_VicTower 1B10E,Tower 1B,10,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,908,000",C,
317,One_VicTower 1B10F,Tower 1B,10,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,908,000",C,03/07/2021
318,One_VicTower 1B10G,Tower 1B,10,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,982,000",A,03/07/2021
319,One_VicTower 1B10H,Tower 1B,10,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,644,000",C,03/07/2021
320,One_VicTower 1B11A,Tower 1B,11,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
321,One_VicTower 1B11B,Tower 1B,11,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$13,920,000",A,03/07/2021
322,One_VicTower 1B11C,Tower 1B,11,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,219,000",D,03/07/2021
323,One_VicTower 1B11D,Tower 1B,11,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,961,000",C,03/07/2021
324,One_VicTower 1B11E,Tower 1B,11,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,961,000",C,
325,One_VicTower 1B11F,Tower 1B,11,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,609,000",A,03/07/2021
326,One_VicTower 1B11G,Tower 1B,11,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,405,000",C,03/07/2021
327,One_VicTower 1B11H,Tower 1B,11,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$15,363,000",C,03/07/2021
328,One_VicTower 1B12A,Tower 1B,12,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
329,One_VicTower 1B12B,Tower 1B,12,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$14,145,000",A,03/07/2021
330,One_VicTower 1B12C,Tower 1B,12,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,675,000",A,03/07/2021
331,One_VicTower 1B12D,Tower 1B,12,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,747,000",B,03/07/2021
332,One_VicTower 1B12E,Tower 1B,12,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$8,012,000",C,
333,One_VicTower 1B12F,Tower 1B,12,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,658,000",A,03/07/2021
334,One_VicTower 1B12G,Tower 1B,12,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,459,000",C,03/07/2021
335,One_VicTower 1B12H,Tower 1B,12,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$15,096,000",B,03/07/2021
336,One_VicTower 1B15A,Tower 1B,15,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
337,One_VicTower 1B15B,Tower 1B,15,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$14,230,000",A,03/07/2021
338,One_VicTower 1B15C,Tower 1B,15,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,241,000",C,03/07/2021
339,One_VicTower 1B15D,Tower 1B,15,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,064,000",C,03/07/2021
340,One_VicTower 1B15E,Tower 1B,15,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$8,064,000",C,
341,One_VicTower 1B15F,Tower 1B,15,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,708,000",A,03/07/2021
342,One_VicTower 1B15G,Tower 1B,15,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,516,000",C,03/07/2021
343,One_VicTower 1B15H,Tower 1B,15,H,598,3BR + 1B + 1K,3BR,,,,03/07/2021,03/07/2021,"$15,013,000",A,03/07/2021
344,One_VicTower 1B16A,Tower 1B,16,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
345,One_VicTower 1B16B,Tower 1B,16,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$14,975,000",C,03/07/2021
346,One_VicTower 1B16C,Tower 1B,16,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,813,000",A,03/07/2021
347,One_VicTower 1B16D,Tower 1B,16,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,116,000",C,03/07/2021
348,One_VicTower 1B16E,Tower 1B,16,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,757,000",A,
349,One_VicTower 1B16F,Tower 1B,16,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$7,757,000",A,03/07/2021
350,One_VicTower 1B16G,Tower 1B,16,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,191,000",A,03/07/2021
351,One_VicTower 1B16H,Tower 1B,16,H,598,3BR + 1B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,308,000",C,
352,One_VicTower 1B17A,Tower 1B,17,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
353,One_VicTower 1B17B,Tower 1B,17,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$15,065,000",C,03/07/2021
354,One_VicTower 1B17C,Tower 1B,17,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,385,000",C,03/07/2021
355,One_VicTower 1B17D,Tower 1B,17,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,167,000",C,03/07/2021
356,One_VicTower 1B17E,Tower 1B,17,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$7,806,000",A,
357,One_VicTower 1B17F,Tower 1B,17,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,167,000",C,03/07/2021
358,One_VicTower 1B17G,Tower 1B,17,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,243,000",A,03/07/2021
359,One_VicTower 1B17H,Tower 1B,17,H,598,3BR + 1B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,720,000",C,
360,One_VicTower 1B18A,Tower 1B,18,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
361,One_VicTower 1B18B,Tower 1B,18,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$15,242,000",C,03/07/2021
362,One_VicTower 1B18C,Tower 1B,18,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$12,016,000",D,03/07/2021
363,One_VicTower 1B18D,Tower 1B,18,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,270,000",C,03/07/2021
364,One_VicTower 1B18E,Tower 1B,18,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$8,270,000",C,
365,One_VicTower 1B18F,Tower 1B,18,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,526,000",C,03/07/2021
366,One_VicTower 1B18G,Tower 1B,18,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,733,000",C,03/07/2021
367,One_VicTower 1B18H,Tower 1B,18,H,598,3BR + 1B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,918,000",C,
368,One_VicTower 1B19A,Tower 1B,19,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
369,One_VicTower 1B19B,Tower 1B,19,B,564,2BR + 1B + 1K,2BR,,,,03/07/2021,03/07/2021,"$14,568,000",A,03/07/2021
370,One_VicTower 1B19C,Tower 1B,19,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,885,000",C,03/07/2021
371,One_VicTower 1B19D,Tower 1B,19,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,270,000",C,03/07/2021
372,One_VicTower 1B19E,Tower 1B,19,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$8,270,000",C,
373,One_VicTower 1B19F,Tower 1B,19,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,150,000",A,03/07/2021
374,One_VicTower 1B19G,Tower 1B,19,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,347,000",A,03/07/2021
375,One_VicTower 1B19H,Tower 1B,19,H,598,3BR + 1B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,357,000",B,
376,One_VicTower 1B20A,Tower 1B,20,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
377,One_VicTower 1B20B,Tower 1B,20,B,564,2BR + 1B + 1K,2BR,,,,,,,,
378,One_VicTower 1B20C,Tower 1B,20,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,961,000",C,03/07/2021
379,One_VicTower 1B20D,Tower 1B,20,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,323,000",C,03/07/2021
380,One_VicTower 1B20E,Tower 1B,20,E,330,1BR + 1B + 1OK,1BR,,,,10/07/2021,10/07/2021,"$8,323,000",C,
381,One_VicTower 1B20F,Tower 1B,20,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,201,000",A,03/07/2021
382,One_VicTower 1B20G,Tower 1B,20,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,885,000",D,03/07/2021
383,One_VicTower 1B20H,Tower 1B,20,H,598,3BR + 1B + 1K,3BR,,,,10/07/2021,10/07/2021,"$17,204,000",D,
384,One_VicTower 1B21A,Tower 1B,21,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
385,One_VicTower 1B21B,Tower 1B,21,B,564,2BR + 1B + 1K,2BR,,,,,,,,
386,One_VicTower 1B21C,Tower 1B,21,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$12,035,000",C,03/07/2021
387,One_VicTower 1B21D,Tower 1B,21,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,374,000",C,03/07/2021
388,One_VicTower 1B21E,Tower 1B,21,E,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,633,000",C,03/07/2021
389,One_VicTower 1B21F,Tower 1B,21,F,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,633,000",C,03/07/2021
390,One_VicTower 1B21G,Tower 1B,21,G,338,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,843,000",C,03/07/2021
391,One_VicTower 1B21H,Tower 1B,21,H,598,3BR + 1B + 1K,3BR,,,,,,,,
392,One_VicTower 1B22A,Tower 1B,22,A,454,2BR + 1B + 1OK,2BR,,,,,,,,
393,One_VicTower 1B22B,Tower 1B,22,B,564,2BR + 1B + 1K,2BR,,,,,,,,
394,One_VicTower 1B22C,Tower 1B,22,C,460,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$12,109,000",C,03/07/2021
395,One_VicTower 1B22D,Tower 1B,22,D,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,054,000",A,03/07/2021
396,One_VicTower 1B22E,Tower 1B,22,E,330,1BR + 1B + 1OK,1BR,,,,03/07/2021,03/07/2021,"$8,687,000",C,03/07/2021
