,ID,Tower,Floor,Unit,Area,Flat Type,No. of Rooms,Price,Price/SA,PL_no,Date_PASP,Date_ASP,Trans_Price,Payment_Terms,first_sale
1420,One_VicTower 1B19C,Tower 1B,19,C,460,,,"13,133,000","28,550",PL3,03/07/2021,03/07/2021,"$11,885,000",C,03/07/2021
1421,One_VicTower 1B19G,Tower 1B,19,G,338,,,"9,650,000","28,550",PL3,03/07/2021,03/07/2021,"$8,347,000",A,03/07/2021
1422,One_VicTower 1B20C,Tower 1B,20,C,460,,,"13,217,000","28,733",PL3,03/07/2021,03/07/2021,"$11,961,000",C,03/07/2021
1423,One_VicTower 1B20G,Tower 1B,20,G,338,,,"9,711,000","28,731",PL3,03/07/2021,03/07/2021,"$8,885,000",D,03/07/2021
1424,One_VicTower 1B21C,Tower 1B,21,C,460,,,"13,299,000","28,911",PL3,03/07/2021,03/07/2021,"$12,035,000",C,03/07/2021
1425,One_VicTower 1B21G,Tower 1B,21,G,338,,,"9,772,000","28,911",PL3,03/07/2021,03/07/2021,"$8,843,000",C,03/07/2021
1426,One_VicTower 1B22C,Tower 1B,22,C,460,,,"13,381,000","29,089",PL3,03/07/2021,03/07/2021,"$12,109,000",C,03/07/2021
1427,One_VicTower 1B22G,Tower 1B,22,G,338,,,"9,832,000","29,089",PL3,03/07/2021,03/07/2021,"$8,897,000",C,03/07/2021
1428,One_VicTower 1B23C,Tower 1B,23,C,460,,,"13,463,000","29,267",PL3,03/07/2021,03/07/2021,"$11,645,000",A,03/07/2021
1429,One_VicTower 1B23G,Tower 1B,23,G,338,,,"9,892,000","29,266",PL3,03/07/2021,03/07/2021,"$8,952,000",C,03/07/2021
1430,One_VicTower 1B25C,Tower 1B,25,C,460,,,"13,545,000","29,446",PL3,03/07/2021,03/07/2021,"$12,258,000",C,03/07/2021
1431,One_VicTower 1B26C,Tower 1B,26,C,460,,,"13,627,000","29,624",PL3,03/07/2021,03/07/2021,"$12,332,000",C,03/07/2021
1432,One_VicTower 1B27C,Tower 1B,27,C,460,,,"13,709,000","29,802",PL3,03/07/2021,03/07/2021,"$12,406,000",C,03/07/2021
1433,One_VicTower 1B28C,Tower 1B,28,C,460,,,"13,873,000","30,159",PL3,03/07/2021,03/07/2021,"$12,555,000",C,03/07/2021
1434,One_VicTower 1B28E,Tower 1B,28,E,330,,,"9,953,000","30,161",PL3,03/07/2021,03/07/2021,"$8,609,000",A,03/07/2021
1435,One_VicTower 1B29C,Tower 1B,29,C,460,,,"13,873,000","30,159",PL3,03/07/2021,03/07/2021,"$12,555,000",C,03/07/2021
1436,One_VicTower 1B29E,Tower 1B,29,E,330,,,"9,953,000","30,161",PL3,03/07/2021,03/07/2021,"$8,609,000",A,03/07/2021
1437,One_VicTower 1B30C,Tower 1B,30,C,460,,,"13,955,000","30,337",PL3,03/07/2021,03/07/2021,"$12,768,000",D,03/07/2021
1438,One_VicTower 1B30E,Tower 1B,30,E,330,,,"10,012,000","30,339",PL3,03/07/2021,03/07/2021,"$8,660,000",A,03/07/2021
1439,One_VicTower 1B31C,Tower 1B,31,C,460,,,"14,037,000","30,515",PL3,03/07/2021,03/07/2021,"$12,703,000",C,03/07/2021
1440,One_VicTower 1B31E,Tower 1B,31,E,330,,,"10,071,000","30,518",PL3,03/07/2021,03/07/2021,"$8,812,000",B,03/07/2021
1441,One_VicTower 1B32C,Tower 1B,32,C,460,,,"14,120,000","30,696",PL3,03/07/2021,03/07/2021,"$12,778,000",C,03/07/2021
1442,One_VicTower 1B32E,Tower 1B,32,E,330,,,"10,130,000","30,697",PL3,03/07/2021,03/07/2021,"$9,167,000",C,03/07/2021
1443,One_VicTower 1B33C,Tower 1B,33,C,460,,,"14,202,000","30,874",PL3,03/07/2021,03/07/2021,"$12,852,000",C,03/07/2021
1444,One_VicTower 1B33E,Tower 1B,33,E,330,,,"10,189,000","30,876",PL3,03/07/2021,03/07/2021,"$9,221,000",C,03/07/2021
1445,One_VicTower 1B35C,Tower 1B,35,C,460,,,"14,285,000","31,054",PL3,03/07/2021,03/07/2021,"$12,356,000",A,03/07/2021
1446,One_VicTower 1B35E,Tower 1B,35,E,330,,,"10,248,000","31,055",PL3,03/07/2021,03/07/2021,"$9,274,000",C,03/07/2021
1447,One_VicTower 1B36E,Tower 1B,36,E,330,,,"10,307,000","31,233",PL3,03/07/2021,03/07/2021,"$9,327,000",C,03/07/2021
1448,One_VicTower 2A25F,Tower 2A,25,F,445,,,"12,839,000","28,852",PL3,03/07/2021,03/07/2021,"$11,105,000",A,03/07/2021
1449,One_VicTower 2A26F,Tower 2A,26,F,445,,,"12,917,000","29,027",PL3,03/07/2021,03/07/2021,"$11,689,000",C,03/07/2021
1450,One_VicTower 2A27F,Tower 2A,27,F,445,,,"12,996,000","29,204",PL3,03/07/2021,03/07/2021,"$11,891,000",D,03/07/2021
1451,One_VicTower 2A28F,Tower 2A,28,F,445,,,"13,153,000","29,557",PL3,03/07/2021,03/07/2021,"$11,377,000",A,03/07/2021
1452,One_VicTower 2A28G,Tower 2A,28,G,482,,,"14,175,000","29,409",PL3,03/07/2021,03/07/2021,"$12,828,000",C,03/07/2021
1453,One_VicTower 2A29F,Tower 2A,29,F,445,,,"13,153,000","29,557",PL3,03/07/2021,03/07/2021,"$11,377,000",A,03/07/2021
1454,One_VicTower 2A29G,Tower 2A,29,G,482,,,"14,175,000","29,409",PL3,05/07/2021,05/07/2021,"$12,970,000",D,03/07/2021
1455,One_VicTower 2A30F,Tower 2A,30,F,445,,,"13,232,000","29,735",PL3,05/07/2021,05/07/2021,"$11,445,000",A,03/07/2021
1456,One_VicTower 2A30G,Tower 2A,30,G,482,,,"14,261,000","29,587",PL3,04/07/2021,04/07/2021,"$12,906,000",C,03/07/2021
1457,One_VicTower 2A31F,Tower 2A,31,F,445,,,"13,310,000","29,910",PL3,05/07/2021,05/07/2021,"$11,513,000",A,03/07/2021
1458,One_VicTower 2A31G,Tower 2A,31,G,482,,,"14,346,000","29,763",PL3,04/07/2021,04/07/2021,"$12,983,000",C,03/07/2021
1459,One_VicTower 2A32F,Tower 2A,32,F,445,,,"13,389,000","30,088",PL3,,,,,03/07/2021
1460,One_VicTower 2A32G,Tower 2A,32,G,482,,,"14,432,000","29,942",PL3,,,,,03/07/2021
1461,One_VicTower 2A33F,Tower 2A,33,F,445,,,"13,468,000","30,265",PL3,03/07/2021,03/07/2021,"$12,323,000",D,03/07/2021
1462,One_VicTower 2A33G,Tower 2A,33,G,482,,,"14,516,000","30,116",PL3,04/07/2021,04/07/2021,"$12,556,000",A,03/07/2021
1463,One_VicTower 2A35F,Tower 2A,35,F,445,,,"13,546,000","30,440",PL3,,,,,03/07/2021
1464,One_VicTower 2A35G,Tower 2A,35,G,482,,,"14,602,000","30,295",PL3,,,,,03/07/2021
1465,One_VicTower 2A36F,Tower 2A,36,F,445,,,"13,625,000","30,618",PL3,,,,,03/07/2021
1466,One_VicTower 2A36G,Tower 2A,36,G,482,,,"14,687,000","30,471",PL3,,,,,03/07/2021
1467,One_VicTower 2B11K,Tower 2B,11,K,457,,,"13,035,000","28,523",PL3,03/07/2021,03/07/2021,"$11,796,000",C,03/07/2021
1468,One_VicTower 2B12K,Tower 2B,12,K,457,,,"13,253,000","29,000",PL3,03/07/2021,03/07/2021,"$12,126,000",D,03/07/2021
1469,One_VicTower 2B15K,Tower 2B,15,K,457,,,"13,335,000","29,179",PL3,03/07/2021,03/07/2021,"$11,534,000",A,03/07/2021
1470,One_VicTower 2B16K,Tower 2B,16,K,457,,,"13,416,000","29,357",PL3,,,,,03/07/2021
1471,One_VicTower 2B17D,Tower 2B,17,D,457,,,"13,021,000","28,492",PL3,03/07/2021,03/07/2021,"$11,263,000",A,03/07/2021
1472,One_VicTower 2B17K,Tower 2B,17,K,457,,,"13,498,000","29,536",PL3,04/07/2021,04/07/2021,"$11,675,000",A,03/07/2021
1473,One_VicTower 2B18D,Tower 2B,18,D,457,,,"13,184,000","28,849",PL3,03/07/2021,03/07/2021,"$12,063,000",D,03/07/2021
1474,One_VicTower 2B18K,Tower 2B,18,K,457,,,"13,661,000","29,893",PL3,03/07/2021,03/07/2021,"$12,363,000",C,03/07/2021
1475,One_VicTower 2B19D,Tower 2B,19,D,457,,,"13,184,000","28,849",PL3,03/07/2021,03/07/2021,"$11,404,000",A,03/07/2021
1476,One_VicTower 2B20D,Tower 2B,20,D,457,,,"13,266,000","29,028",PL3,03/07/2021,03/07/2021,"$12,005,000",C,03/07/2021
1477,One_VicTower 2B21D,Tower 2B,21,D,457,,,"13,347,000","29,206",PL3,03/07/2021,03/07/2021,"$11,545,000",A,03/07/2021
1478,One_VicTower 2B22D,Tower 2B,22,D,457,,,"13,429,000","29,385",PL3,03/07/2021,03/07/2021,"$12,153,000",C,03/07/2021
1479,One_VicTower 2B23D,Tower 2B,23,D,457,,,"13,511,000","29,565",PL3,03/07/2021,03/07/2021,"$12,362,000",D,03/07/2021
1480,One_VicTower 1A1F,Tower 1A,1,F,447,,,"11,991,000","26,826",PL4,10/07/2021,10/07/2021,"$10,492,000",B,
1481,One_VicTower 1A2F,Tower 1A,2,F,447,,,"12,348,000","27,624",PL4,10/07/2021,10/07/2021,"$11,174,000",C,
1482,One_VicTower 1A3F,Tower 1A,3,F,447,,,"12,568,000","28,116",PL4,10/07/2021,10/07/2021,"$10,871,000",A,
1483,One_VicTower 1A5F,Tower 1A,5,F,447,,,"12,650,000","28,300",PL4,10/07/2021,10/07/2021,"$11,448,000",C,
1484,One_VicTower 1A6F,Tower 1A,6,F,447,,,"12,732,000","28,483",PL4,10/07/2021,10/07/2021,"$11,013,000",A,
1485,One_VicTower 1A7F,Tower 1A,7,F,447,,,"12,814,000","28,667",PL4,10/07/2021,10/07/2021,"$11,084,000",A,
1486,One_VicTower 1A8F,Tower 1A,8,F,447,,,"12,980,000","29,038",PL4,10/07/2021,10/07/2021,"$11,357,000",B,
1487,One_VicTower 1A9F,Tower 1A,9,F,447,,,"12,980,000","29,038",PL4,10/07/2021,10/07/2021,"$11,227,000",A,
1488,One_VicTower 1A10F,Tower 1A,10,F,447,,,"13,062,000","29,221",PL4,10/07/2021,10/07/2021,"$11,429,000",B,
1489,One_VicTower 1A23D,Tower 1A,23,D,444,,,"13,529,000","30,471",PL4,,,,,
1490,One_VicTower 1A25D,Tower 1A,25,D,444,,,"13,610,000","30,653",PL4,,,,,
1491,One_VicTower 1A26D,Tower 1A,26,D,444,,,"13,691,000","30,836",PL4,,,,,
1492,One_VicTower 1A27D,Tower 1A,27,D,444,,,"13,772,000","31,018",PL4,,,,,
1493,One_VicTower 1A28D,Tower 1A,28,D,444,,,"13,933,000","31,381",PL4,,,,,
1494,One_VicTower 1A29D,Tower 1A,29,D,444,,,"13,933,000","31,381",PL4,,,,,
1495,One_VicTower 1A30D,Tower 1A,30,D,444,,,"14,014,000","31,563",PL4,,,,,
1496,One_VicTower 1A31D,Tower 1A,31,D,444,,,"14,095,000","31,745",PL4,,,,,
1497,One_VicTower 1A32D,Tower 1A,32,D,444,,,"14,176,000","31,928",PL4,,,,,
1498,One_VicTower 1A33D,Tower 1A,33,D,444,,,"14,258,000","32,113",PL4,,,,,
1499,One_VicTower 1A35D,Tower 1A,35,D,444,,,"14,339,000","32,295",PL4,,,,,
1500,One_VicTower 1A36D,Tower 1A,36,D,444,,,"14,420,000","32,477",PL4,,,,,
1501,One_VicTower 1B16H,Tower 1B,16,H,598,,,"18,020,000","30,134",PL4,10/07/2021,10/07/2021,"$16,308,000",C,
1502,One_VicTower 1B17H,Tower 1B,17,H,598,,,"18,476,000","30,896",PL4,10/07/2021,10/07/2021,"$16,720,000",C,
1503,One_VicTower 1B18H,Tower 1B,18,H,598,,,"18,694,000","31,261",PL4,10/07/2021,10/07/2021,"$16,918,000",C,
1504,One_VicTower 1B19H,Tower 1B,19,H,598,,,"18,694,000","31,261",PL4,10/07/2021,10/07/2021,"$16,357,000",B,
1505,One_VicTower 1B20H,Tower 1B,20,H,598,,,"18,803,000","31,443",PL4,10/07/2021,10/07/2021,"$17,204,000",D,
1506,One_VicTower 1B21H,Tower 1B,21,H,598,,,"18,913,000","31,627",PL4,,,,,
1507,One_VicTower 1B22H,Tower 1B,22,H,598,,,"19,021,000","31,808",PL4,,,,,
1508,One_VicTower 1B23H,Tower 1B,23,H,598,,,"19,130,000","31,990",PL4,,,,,
1509,One_VicTower 1B25G,Tower 1B,25,G,338,,,"10,155,000","30,044",PL4,10/07/2021,10/07/2021,"$9,190,000",C,
1510,One_VicTower 1B26G,Tower 1B,26,G,338,,,"10,218,000","30,231",PL4,10/07/2021,10/07/2021,"$9,247,000",C,
1511,One_VicTower 1B27G,Tower 1B,27,G,338,,,"10,279,000","30,411",PL4,10/07/2021,10/07/2021,"$9,302,000",C,
1512,One_VicTower 1B28G,Tower 1B,28,G,338,,,"10,402,000","30,775",PL4,10/07/2021,10/07/2021,"$9,413,000",C,
1513,One_VicTower 1B29F,Tower 1B,29,F,330,,,"10,155,000","30,773",PL4,10/07/2021,10/07/2021,"$9,291,000",D,
1514,One_VicTower 1B29G,Tower 1B,29,G,338,,,"10,402,000","30,775",PL4,,,,,
1515,One_VicTower 1B30F,Tower 1B,30,F,330,,,"10,217,000","30,961",PL4,,,,,
1516,One_VicTower 1B30G,Tower 1B,30,G,338,,,"10,464,000","30,959",PL4,,,,,
1517,One_VicTower 1B31F,Tower 1B,31,F,330,,,"10,277,000","31,142",PL4,,,,,
1518,One_VicTower 1B32F,Tower 1B,32,F,330,,,"10,337,000","31,324",PL4,,,,,
1519,One_VicTower 1B33F,Tower 1B,33,F,330,,,"10,397,000","31,506",PL4,,,,,
1520,One_VicTower 1B35F,Tower 1B,35,F,330,,,"10,457,000","31,688",PL4,10/07/2021,10/07/2021,"$9,463,000",C,
1521,One_VicTower 1B36F,Tower 1B,36,F,330,,,"10,517,000","31,870",PL4,,,,,
1522,One_VicTower 2A1B,Tower 2A,1,B,766,,,"22,782,000","29,742",PL4,,,,,
1523,One_VicTower 2A2B,Tower 2A,2,B,766,,,"23,158,000","30,232",PL4,,,,,
1524,One_VicTower 2A3B,Tower 2A,3,B,766,,,"23,299,000","30,416",PL4,,,,,
1525,One_VicTower 2A5B,Tower 2A,5,B,766,,,"23,440,000","30,601",PL4,,,,,
1526,One_VicTower 2A6B,Tower 2A,6,B,766,,,"23,582,000","30,786",PL4,10/07/2021,10/07/2021,"$21,341,000",C,
1527,One_VicTower 2A7B,Tower 2A,7,B,766,,,"23,723,000","30,970",PL4,10/07/2021,10/07/2021,"$20,520,000",A,
1528,One_VicTower 2A8B,Tower 2A,8,B,766,,,"24,005,000","31,338",PL4,,,,,
1529,One_VicTower 2A9B,Tower 2A,9,B,766,,,"24,005,000","31,338",PL4,,,,,
1530,One_VicTower 2A10B,Tower 2A,10,B,766,,,"24,146,000","31,522",PL4,10/07/2021,10/07/2021,"$20,886,000",A,
1531,One_VicTower 2A11B,Tower 2A,11,B,766,,,"24,287,000","31,706",PL4,,,,,
1532,One_VicTower 2A12B,Tower 2A,12,B,766,,,"24,428,000","31,890",PL4,,,,,
1533,One_VicTower 2A15B,Tower 2A,15,B,766,,,"24,569,000","32,074",PL4,,,,,
1534,One_VicTower 2A16B,Tower 2A,16,B,766,,,"24,710,000","32,258",PL4,10/07/2021,10/07/2021,"$21,374,000",A,
1535,One_VicTower 2B1F,Tower 2B,1,F,331,,,"9,235,000","27,900",PL4,10/07/2021,10/07/2021,"$8,080,000",B,
1536,One_VicTower 2B2F,Tower 2B,2,F,331,,,"9,500,000","28,701",PL4,10/07/2021,10/07/2021,"$8,597,000",C,
1537,One_VicTower 2B3F,Tower 2B,3,F,331,,,"9,560,000","28,882",PL4,10/07/2021,10/07/2021,"$8,651,000",C,
1538,One_VicTower 2B5F,Tower 2B,5,F,331,,,"9,621,000","29,066",PL4,10/07/2021,10/07/2021,"$8,707,000",C,
1539,One_VicTower 2B6F,Tower 2B,6,F,331,,,"9,683,000","29,254",PL4,10/07/2021,10/07/2021,"$8,375,000",A,
1540,One_VicTower 2B7F,Tower 2B,7,F,331,,,"9,743,000","29,435",PL4,10/07/2021,10/07/2021,"$8,817,000",C,
1541,One_VicTower 2B8F,Tower 2B,8,F,331,,,"9,865,000","29,804",PL4,10/07/2021,10/07/2021,"$8,533,000",A,
1542,One_VicTower 2B9F,Tower 2B,9,F,331,,,"9,865,000","29,804",PL4,10/07/2021,10/07/2021,"$8,927,000",C,
1543,One_VicTower 2B10F,Tower 2B,10,F,331,,,"9,927,000","29,991",PL4,10/07/2021,10/07/2021,"$8,586,000",A,
1544,One_VicTower 2B11F,Tower 2B,11,F,331,,,"9,987,000","30,172",PL4,10/07/2021,10/07/2021,"$9,138,000",D,
1545,One_VicTower 2B12F,Tower 2B,12,F,331,,,"10,048,000","30,356",PL4,10/07/2021,10/07/2021,"$9,093,000",C,
1546,One_VicTower 2B15F,Tower 2B,15,F,331,,,"10,109,000","30,541",PL4,10/07/2021,10/07/2021,"$8,744,000",A,
1547,One_VicTower 2B16F,Tower 2B,16,F,331,,,"10,169,000","30,722",PL4,10/07/2021,10/07/2021,"$9,202,000",C,
1548,One_VicTower 2B17F,Tower 2B,17,F,331,,,"10,231,000","30,909",PL4,10/07/2021,10/07/2021,"$9,259,000",C,
1549,One_VicTower 2B18F,Tower 2B,18,F,331,,,"10,353,000","31,278",PL4,10/07/2021,10/07/2021,"$9,369,000",C,
1550,One_VicTower 2B19J,Tower 2B,19,J,451,,,"14,031,000","31,111",PL4,,,,,
1551,One_VicTower 2B19K,Tower 2B,19,K,457,,,"13,939,000","30,501",PL4,,,,,
1552,One_VicTower 2B20J,Tower 2B,20,J,451,,,"14,113,000","31,293",PL4,,,,,
1553,One_VicTower 2B20K,Tower 2B,20,K,457,,,"14,022,000","30,683",PL4,,,,,
1554,One_VicTower 2B21J,Tower 2B,21,J,451,,,"14,195,000","31,475",PL4,,,,,
1555,One_VicTower 2B21K,Tower 2B,21,K,457,,,"14,106,000","30,867",PL4,,,,,
1556,One_VicTower 2B22J,Tower 2B,22,J,451,,,"14,277,000","31,656",PL4,,,,,
1557,One_VicTower 2B22K,Tower 2B,22,K,457,,,"14,189,000","31,048",PL4,,,,,
1558,One_VicTower 2B23J,Tower 2B,23,J,451,,,"14,359,000","31,838",PL4,,,,,
1559,One_VicTower 2B23K,Tower 2B,23,K,457,,,"14,272,000","31,230",PL4,,,,,
1560,One_VicTower 2B25D,Tower 2B,25,D,457,,,"13,870,000","30,350",PL4,,,,,
1561,One_VicTower 2B25J,Tower 2B,25,J,451,,,"14,441,000","32,020",PL4,,,,,
1562,One_VicTower 2B25K,Tower 2B,25,K,457,,,"14,355,000","31,411",PL4,,,,,
1563,One_VicTower 2B26D,Tower 2B,26,D,457,,,"13,953,000","30,532",PL4,10/07/2021,10/07/2021,"$12,069,000",A,
1564,One_VicTower 2B26J,Tower 2B,26,J,451,,,"14,523,000","32,202",PL4,,,,,
1565,One_VicTower 2B26K,Tower 2B,26,K,457,,,"14,439,000","31,595",PL4,,,,,
1566,One_VicTower 2B27D,Tower 2B,27,D,457,,,"14,036,000","30,713",PL4,,,,,
1567,One_VicTower 2B27J,Tower 2B,27,J,451,,,"14,606,000","32,386",PL4,,,,,
1568,One_VicTower 2B27K,Tower 2B,27,K,457,,,"14,522,000","31,777",PL4,,,,,
1569,One_VicTower 2B28D,Tower 2B,28,D,457,,,"14,203,000","31,079",PL4,10/07/2021,10/07/2021,"$12,427,000",B,
1570,One_VicTower 2B28J,Tower 2B,28,J,451,,,"14,770,000","32,749",PL4,,,,,
1571,One_VicTower 2B28K,Tower 2B,28,K,457,,,"14,690,000","32,144",PL4,,,,,
1572,One_VicTower 2B29D,Tower 2B,29,D,457,,,"14,203,000","31,079",PL4,,,,,
1573,One_VicTower 2B29K,Tower 2B,29,K,457,,,"14,690,000","32,144",PL4,,,,,
1574,One_VicTower 2B30D,Tower 2B,30,D,457,,,"14,286,000","31,260",PL4,,,,,
1575,One_VicTower 2B30K,Tower 2B,30,K,457,,,"14,773,000","32,326",PL4,,,,,
1576,One_VicTower 2B31D,Tower 2B,31,D,457,,,"14,369,000","31,442",PL4,,,,,
1577,One_VicTower 2B31K,Tower 2B,31,K,457,,,"14,856,000","32,508",PL4,,,,,
1578,One_VicTower 2B32D,Tower 2B,32,D,457,,,"14,453,000","31,626",PL4,,,,,
1579,One_VicTower 2B32K,Tower 2B,32,K,457,,,"14,939,000","32,689",PL4,,,,,
1580,One_VicTower 2B33D,Tower 2B,33,D,457,,,"14,536,000","31,807",PL4,,,,,
1581,One_VicTower 2B33K,Tower 2B,33,K,457,,,"15,022,000","32,871",PL4,,,,,
1582,One_VicTower 2B35D,Tower 2B,35,D,457,,,"14,620,000","31,991",PL4,,,,,
1583,One_VicTower 2B35K,Tower 2B,35,K,457,,,"15,106,000","33,055",PL4,,,,,
1584,One_VicTower 2B36D,Tower 2B,36,D,457,,,"14,703,000","32,173",PL4,,,,,
1585,One_VicTower 2B36K,Tower 2B,36,K,457,,,"15,189,000","33,236",PL4,,,,,
1586,One_VicTower 1A1H,Tower 1A,1,H,643,,,"17,659,000","27,463",PL5,,,,,
1587,One_VicTower 1A2H,Tower 1A,2,H,643,,,"17,972,000","27,950",PL5,,,,,
1588,One_VicTower 1A3H,Tower 1A,3,H,643,,,"18,088,000","28,131",PL5,,,,,
1589,One_VicTower 1A5H,Tower 1A,5,H,643,,,"18,206,000","28,314",PL5,10/07/2021,10/07/2021,"$15,748,000",A,
1590,One_VicTower 1A6H,Tower 1A,6,H,643,,,"18,323,000","28,496",PL5,10/07/2021,10/07/2021,"$16,765,000",D,
1591,One_VicTower 1A7H,Tower 1A,7,H,643,,,"18,441,000","28,680",PL5,10/07/2021,10/07/2021,"$15,951,000",A,
1592,One_VicTower 1A8H,Tower 1A,8,H,643,,,"18,674,000","29,042",PL5,10/07/2021,10/07/2021,"$16,899,000",C,
1593,One_VicTower 1A9H,Tower 1A,9,H,643,,,"18,674,000","29,042",PL5,10/07/2021,10/07/2021,"$17,086,000",D,
1594,One_VicTower 1A10H,Tower 1A,10,H,643,,,"18,988,000","29,530",PL5,10/07/2021,10/07/2021,"$16,424,000",A,
1595,One_VicTower 1A11F,Tower 1A,11,F,447,,,"13,144,000","29,405",PL5,10/07/2021,10/07/2021,"$11,895,000",C,
1596,One_VicTower 1A11H,Tower 1A,11,H,643,,,"19,886,000","30,927",PL5,10/07/2021,10/07/2021,"$17,201,000",A,
1597,One_VicTower 1A12F,Tower 1A,12,F,447,,,"13,226,000","29,588",PL5,10/07/2021,10/07/2021,"$11,572,000",B,
1598,One_VicTower 1A12H,Tower 1A,12,H,643,,,"20,198,000","31,412",PL5,10/07/2021,10/07/2021,"$18,481,000",D,
1599,One_VicTower 1A15F,Tower 1A,15,F,447,,,"13,308,000","29,772",PL5,10/07/2021,10/07/2021,"$12,176,000",D,
1600,One_VicTower 1A15H,Tower 1A,15,H,643,,,"20,316,000","31,596",PL5,10/07/2021,10/07/2021,"$18,385,000",C,
1601,One_VicTower 1A16F,Tower 1A,16,F,447,,,"13,391,000","29,957",PL5,10/07/2021,10/07/2021,"$12,118,000",C,
1602,One_VicTower 1A16H,Tower 1A,16,H,643,,,"20,433,000","31,778",PL5,10/07/2021,10/07/2021,"$17,674,000",A,
1603,One_VicTower 1A17F,Tower 1A,17,F,447,,,"13,473,000","30,141",PL5,10/07/2021,10/07/2021,"$11,654,000",A,
1604,One_VicTower 1A17H,Tower 1A,17,H,643,,,"20,550,000","31,960",PL5,10/07/2021,10/07/2021,"$18,597,000",C,
1605,One_VicTower 1A18F,Tower 1A,18,F,447,,,"13,637,000","30,508",PL5,10/07/2021,10/07/2021,"$11,796,000",A,
1606,One_VicTower 1A18H,Tower 1A,18,H,643,,,"20,784,000","32,323",PL5,10/07/2021,10/07/2021,"$18,809,000",C,
1607,One_VicTower 1A19E,Tower 1A,19,E,426,,,"12,803,000","30,054",PL5,10/07/2021,10/07/2021,"$11,586,000",C,
1608,One_VicTower 1A19F,Tower 1A,19,F,447,,,"13,637,000","30,508",PL5,31/07/2021,31/07/2021,"$11,796,000",A,
1609,One_VicTower 1A20E,Tower 1A,20,E,426,,,"12,880,000","30,235",PL5,10/07/2021,10/07/2021,"$11,656,000",C,
1610,One_VicTower 1A20F,Tower 1A,20,F,447,,,"13,720,000","30,694",PL5,,,,,
1611,One_VicTower 1A21E,Tower 1A,21,E,426,,,"12,959,000","30,420",PL5,22/07/2021,22/07/2021,"$11,727,000",C,
1612,One_VicTower 1A21F,Tower 1A,21,F,447,,,"13,803,000","30,879",PL5,,,,,
1613,One_VicTower 1A21G,Tower 1A,21,G,765,,,"25,007,000","32,689",PL5,10/07/2021,10/07/2021,"$22,631,000",C,
1614,One_VicTower 1A22E,Tower 1A,22,E,426,,,"13,037,000","30,603",PL5,,,,,
1615,One_VicTower 1A22F,Tower 1A,22,F,447,,,"13,885,000","31,063",PL5,,,,,
1616,One_VicTower 1A22G,Tower 1A,22,G,765,,,"25,146,000","32,871",PL5,,,,,
1617,One_VicTower 1A23E,Tower 1A,23,E,426,,,"13,116,000","30,789",PL5,,,,,
1618,One_VicTower 1A23F,Tower 1A,23,F,447,,,"13,967,000","31,246",PL5,,,,,
1619,One_VicTower 1A23G,Tower 1A,23,G,765,,,"25,286,000","33,054",PL5,,,,,
1620,One_VicTower 1A25A,Tower 1A,25,A,643,,,"21,175,000","32,932",PL5,,,,,
1621,One_VicTower 1A25E,Tower 1A,25,E,426,,,"13,195,000","30,974",PL5,,,,,
1622,One_VicTower 1A25F,Tower 1A,25,F,447,,,"14,049,000","31,430",PL5,,,,,
1623,One_VicTower 1A25G,Tower 1A,25,G,765,,,"25,425,000","33,235",PL5,,,,,
1624,One_VicTower 1A26A,Tower 1A,26,A,643,,,"21,293,000","33,115",PL5,,,,,
1625,One_VicTower 1A26E,Tower 1A,26,E,426,,,"13,273,000","31,157",PL5,,,,,
1626,One_VicTower 1A26F,Tower 1A,26,F,447,,,"14,131,000","31,613",PL5,,,,,
1627,One_VicTower 1A26G,Tower 1A,26,G,765,,,"25,565,000","33,418",PL5,,,,,
1628,One_VicTower 1A27A,Tower 1A,27,A,643,,,"21,410,000","33,297",PL5,,,,,
1629,One_VicTower 1A27E,Tower 1A,27,E,426,,,"13,352,000","31,343",PL5,,,,,
1630,One_VicTower 1A27F,Tower 1A,27,F,447,,,"14,214,000","31,799",PL5,,,,,
1631,One_VicTower 1A27G,Tower 1A,27,G,765,,,"25,705,000","33,601",PL5,,,,,
1632,One_VicTower 1A28A,Tower 1A,28,A,643,,,"21,644,000","33,661",PL5,,,,,
1633,One_VicTower 1A28E,Tower 1A,28,E,426,,,"13,508,000","31,709",PL5,,,,,
1634,One_VicTower 1A28F,Tower 1A,28,F,447,,,"14,379,000","32,168",PL5,10/07/2021,10/07/2021,"$13,012,000",C,
1635,One_VicTower 1A28G,Tower 1A,28,G,765,,,"25,983,000","33,965",PL5,,,,,
1636,One_VicTower 1A29A,Tower 1A,29,A,643,,,"21,644,000","33,661",PL5,,,,,
1637,One_VicTower 1A29E,Tower 1A,29,E,426,,,"13,508,000","31,709",PL5,,,,,
1638,One_VicTower 1A29F,Tower 1A,29,F,447,,,"14,379,000","32,168",PL5,,,,,
1639,One_VicTower 1A29G,Tower 1A,29,G,765,,,"25,983,000","33,965",PL5,,,,,
1640,One_VicTower 1A30A,Tower 1A,30,A,643,,,"21,761,000","33,843",PL5,,,,,
1641,One_VicTower 1A30E,Tower 1A,30,E,426,,,"13,587,000","31,894",PL5,,,,,
1642,One_VicTower 1A30F,Tower 1A,30,F,447,,,"14,461,000","32,351",PL5,,,,,
